UserId;ConditionHash;TaskNo;CircleNo;TargetNo;ArmPos;BodyPos;DOF;ballistic;timestamp;event;state;targetDistanceLocal;targetWidthLocal;targetDistance;targetWidth;TriggerValue;ControllerPos.X;ControllerPos.Y;ControllerPos.Z;ControllerRot.X;ControllerRot.Y;ControllerRot.Z;TargetPos.X;TargetPos.Y;TargetPos.Z;PointerPos.X;PointerPos.Y
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389197;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;353,6177;1,092842;1,241629;0;2,73;8;0,4890354;1,676664
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389207;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;353,7359;1,218592;0,8779345;0;2,73;8;0,5056469;1,660907
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389219;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;353,793;1,21933;0,1910675;0;2,73;8;0,5057443;1,653276
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389229;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;353,8458;0,9741701;359,5717;0;2,73;8;0,4733603;1,646155
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389241;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;353,7979;0,7171543;359,3935;0;2,73;8;0,4394151;1,652501
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389252;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;353,5999;0,4908868;359,3978;0;2,73;8;0,4095342;1,678933
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389263;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;353,4785;0,3128171;359,0971;0;2,73;8;0,3860198;1,69514
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389274;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;353,2985;0,03005282;358,7687;0;2,73;8;0,3486817;1,719221
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389285;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;352,9338;359,8399;358,5134;0;2,73;8;0,3235719;1,768082
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389297;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;352,484;359,7593;358,4236;0;2,73;8;0,312927;1,82845
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389308;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;352,0517;359,7361;358,4613;0;2,73;8;0,3098727;1,886594
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389320;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;351,6448;359,6871;358,5771;0;2,73;8;0,3034003;1,941432
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389330;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;351,2136;359,4591;359,1436;0;2,73;8;0,2732865;1,999697
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389341;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;351,1415;359,2574;359,6803;0;2,73;8;0,2466576;2,00949
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389352;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;351,0758;359,284;359,9041;0;2,73;8;0,2501607;2,018373
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389363;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;350,8723;359,2855;0,1435399;0;2,73;8;0,250362;2,045929
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389374;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;350,7301;359,1995;0,4889623;0;2,73;8;0,2390069;2,065217
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389384;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;350,6062;359,0442;0,9433151;0;2,73;8;0,2184865;2,082076
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389396;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;350,4105;358,8551;1,355113;0;2,73;8;0,1935138;2,10872
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389408;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;350,1447;358,5892;1,783962;0;2,73;8;0,158386;2,144987
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389418;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;349,7362;358,4464;2,005116;0;2,73;8;0,1395249;2,200736
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389429;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;349,1623;358,443;1,912503;0;2,73;8;0,1390668;2,279181
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389440;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;348,5269;358,4756;1,713585;0;2,73;8;0,1433787;2,36635
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389451;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;347,9267;358,4772;1,620853;0;2,73;8;0,1435848;2,449071
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389462;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;347,3;358,4057;1,777997;0;2,73;8;0,1341388;2,535904
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389473;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,8248;358,231;2,037912;0;2,73;8;0,1110567;2,602151
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389486;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,3652;358,0092;2,219046;0;2,73;8;0,08173683;2,666555
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389496;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,1724;357,4872;2,943682;0;2,73;8;0,01270255;2,694218
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389507;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;345,9868;357,2169;3,344846;0;2,73;8;-0,0230751;2,720663
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389518;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,0464;357,1689;3,49016;0;2,73;8;-0,0294269;2,712377
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389529;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,0936;357,3643;3,428917;0;2,73;8;-0,003569424;2,705451
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389541;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,0691;357,7052;3,312361;0;2,73;8;0,04153338;2,708401
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389551;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;345,9807;357,9485;3,336396;0;2,73;8;0,07371229;2,720505
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389563;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;345,7553;358,1546;3,585475;0;2,73;8;0,1009533;2,751934
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389574;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;345,5196;358,2287;3,825659;0;2,73;8;0,1107432;2,785038
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389585;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;345,2226;358,2159;4,148412;0;2,73;8;0,1090519;2,826967
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389597;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;345,015;358,2171;4,467069;0;2,73;8;0,1092166;2,856325
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389608;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;344,8531;358,3292;4,545984;0;2,73;8;0,1240343;2,879135
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389619;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;344,8364;358,3018;4,349357;0;2,73;8;0,1204069;2,881543
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389629;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;344,967;358,1717;4,304407;0;2,73;8;0,1032085;2,86317
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389641;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;345,271;358,0959;4,337286;0;2,73;8;0,09319875;2,820265
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389652;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;345,5499;358,057;4,370646;0;2,73;8;0,0880501;2,780953
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389663;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;345,9482;358,0094;4,360597;0;2,73;8;0,0817619;2,724999
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389675;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,1779;358,0016;4,372783;0;2,73;8;0,08073404;2,69278
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389685;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,3141;358,1516;4,425924;0;2,73;8;0,100551;2,673544
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389696;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,3337;358,3997;4,4393;0;2,73;8;0,1333459;2,670565
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389707;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,2624;358,6481;4,317069;0;2,73;8;0,1661678;2,680342
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389719;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,2309;358,8036;4,158814;0;2,73;8;0,1867162;2,684638
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389730;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,1537;358,8581;3,988965;0;2,73;8;0,1939043;2,695409
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389741;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,1172;358,7857;3,970505;0;2,73;8;0,1843415;2,700579
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389753;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,1107;358,683;4,019902;0;2,73;8;0,1707843;2,701556
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389763;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,01568628;0,3447133;0,8302582;0,4293625;346,2821;358,4495;4,160156;0;2,73;8;0,139932;2,677747
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389774;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,01960784;0,3447133;0,8302582;0,4293625;346,4695;358,3467;4,248093;0;2,73;8;0,126339;2,651624
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389784;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,02745098;0,3447133;0,8302582;0,4293625;346,7881;358,1813;4,476525;0;2,73;8;0,1044786;2,607321
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389795;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,03921569;0,3447133;0,8302582;0,4293625;347,0643;358,0388;4,776651;0;2,73;8;0,08563933;2,569005
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389806;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,03921569;0,3447133;0,8302582;0,4293625;347,2352;357,9802;4,937101;0;2,73;8;0,07790008;2,545312
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389818;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,03921569;0,3447133;0,8302582;0,4293625;347,3147;358,0183;4,969557;0;2,73;8;0,08293161;2,534224
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389829;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,0509804;0,3447133;0,8302582;0,4293625;347,2924;358,0926;4,813905;0;2,73;8;0,0927501;2,537244
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389840;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,05882353;0,3447133;0,8302582;0,4293625;347,1592;358,2089;4,515229;0;2,73;8;0,1081306;2,555631
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389852;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,06666667;0,3447133;0,8302582;0,4293625;346,9674;358,4573;4,152022;0;2,73;8;0,1409596;2,582094
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389862;Position;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,09019608;0,3447133;0,8302582;0,4293625;346,8159;358,698;3,877806;0;2,73;8;0,1727657;2,603009
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389874;TriggerPressedFirst;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,1294118;0,3447133;0,8302582;0,4293625;346,6755;358,9649;3,554692;0;2,73;8;0,2080131;2,622404
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389886;TriggerPressed;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,1686275;0,3447133;0,8302582;0,4293625;346,6226;359,1242;3,329252;0;2,73;8;0,2290621;2,629708
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389896;TriggerPressed;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,2156863;0,3447133;0,8302582;0,4293625;346,6625;359,1743;3,197806;0;2,73;8;0,2356747;2,624113
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389907;TriggerPressed;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,4;0,3447133;0,8302582;0,4293625;346,7425;359,1105;3,159732;0;2,73;8;0,2272512;2,612991
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389918;TriggerPressed;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,5529412;0,3447133;0,8302582;0,4293625;346,8233;359,0582;3,161879;0;2,73;8;0,2203421;2,601751
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389929;TriggerPressed;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;0,7686275;0,3447133;0,8302582;0,4293625;346,9693;358,9607;3,251626;0;2,73;8;0,2074686;2,581481
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389940;ClickedFirst;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;347,0197;358,9161;3,180419;0;2,73;8;0,2015727;2,57449
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389952;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,9629;358,92;3,028578;0;2,73;8;0,2020871;2,5824
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389962;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,8999;358,8791;3,000037;0;2,73;8;0,1966874;2,591183
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389974;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,5691;358,818;2,795447;0;2,73;8;0,1886075;2,637342
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389985;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,4608;358,7168;2,69868;0;2,73;8;0,1752437;2,652538
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695389996;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,3698;358,5114;2,578667;0;2,73;8;0,148112;2,665427
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695390007;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,3428;358,2995;2,533853;0;2,73;8;0,1201051;2,669384
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695390019;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,3541;358,1103;2,531171;0;2,73;8;0,09509417;2,668
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695390030;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,4748;357,9026;2,707573;0;2,73;8;0,06763917;2,651353
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695390041;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,6094;357,7407;2,889667;0;2,73;8;0,04623276;2,632732
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695390053;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,7386;357,6159;3,070144;0;2,73;8;0,02972159;2,61486
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695390063;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,8176;357,5375;3,141289;0;2,73;8;0,01935226;2,603943
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695390074;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,8358;357,5096;3,118533;0;2,73;8;0,01566422;2,601443
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695390086;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,8015;357,5107;3,122832;0;2,73;8;0,01580846;2,606224
1;1186530893;0;0;0;STRECHED;SITTING;THREE;True;1553695390096;Clicked;WAIT_FOR_BALLISTIC;350;15;3,031089;0,1299038;1;0,3447133;0,8302582;0,4293625;346,6636;357,6342;3,068154;0;2,73;8;0,0321441;2,62531
1;1186530893;0;0;0;STRECHED;SITTING;THREE;False;1553695390107;TriggerPressedFirst;WAIT_FOR_IN_TARGET;350;15;3,031089;0,1299038;0,8705883;0,3447133;0,8302582;0,4293625;346,5618;357,7425;2,989248;0;2,73;8;0,04647133;2,639381
1;1186530893;0;0;0;STRECHED;SITTING;THREE;False;1553695390118;TriggerPressed;WAIT_FOR_IN_TARGET;350;15;3,031089;0,1299038;0,6352941;0,3447133;0,8302582;0,4293625;346,4075;357,9083;2,886878;0;2,73;8;0,06839636;2,660753
1;1186530893;0;0;0;STRECHED;SITTING;THREE;False;1553695390129;TriggerPressed;WAIT_FOR_IN_TARGET;350;15;3,031089;0,1299038;0,2470588;0,3447133;0,8302582;0,4293625;346,3521;358,0019;2,860616;0;2,73;8;0,08076608;2,668387
1;1186530893;0;0;0;STRECHED;SITTING;THREE;False;1553695390140;TriggerPressed;WAIT_FOR_IN_TARGET;350;15;3,031089;0,1299038;0,1490196;0,3447133;0,8302582;0,4293625;346,3425;357,9611;3,051143;0;2,73;8;0,075369;2,66978
1;1186530893;0;0;0;STRECHED;SITTING;THREE;False;1553695390151;Position;WAIT_FOR_IN_TARGET;350;15;3,031089;0,1299038;0,07058824;0,3447133;0,8302582;0,4293625;346,3853;357,8419;3,13362;0;2,73;8;0,05961615;2,66394
1;1186530893;0;0;0;STRECHED;SITTING;THREE;False;1553695390162;Position;WAIT_FOR_IN_TARGET;350;15;3,031089;0,1299038;0,03921569;0,3447133;0,8302582;0,4293625;346,497;357,7048;3,118865;0;2,73;8;0,0414817;2,648478
1;1186530893;0;0;0;STRECHED;SITTING;THREE;False;1553695390174;Position;WAIT_FOR_IN_TARGET;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,5567;357,6352;3,073636;0;2,73;8;0,03227443;2,640229
1;1186530893;0;0;0;STRECHED;SITTING;THREE;False;1553695390186;Position;WAIT_FOR_IN_TARGET;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,6146;357,6234;3,033471;0;2,73;8;0,03071588;2,632157
1;1186530893;0;0;0;STRECHED;SITTING;THREE;False;1553695390196;Position;WAIT_FOR_IN_TARGET;350;15;3,031089;0,1299038;0;0,3447133;0,8302582;0,4293625;346,6739;357,6635;3,083964;0;2,73;8;0,03601244;2,623836
