Position.x;Position.y;Position.z;Rotation.x;Rotation.y;Rotation.z
0,4393495;0,8019478;0,6864362;345,9014;17,34831;359,1021
0,4392611;0,8017676;0,6862768;345,8974;17,35605;359,0996
0,4392592;0,8017659;0,686277;345,8999;17,35994;359,0993
0,4392385;0,8017513;0,6862737;345,8977;17,3576;359,1012
0,4391452;0,8016294;0,6862388;345,8983;17,35876;359,0972
0,4391336;0,8016117;0,6862341;345,8987;17,36423;359,0963
0,4391049;0,8015739;0,6862396;345,8986;17,35763;359,0998
0,4392057;0,8016764;0,686282;345,9037;17,36674;359,0995
0,438958;0,8014193;0,6862041;345,8997;17,35772;359,101
0,4389436;0,8013947;0,6862006;345,898;17,36382;359,0989
0,4390179;0,8014368;0,6862125;345,9087;17,36704;359,0992
0,4390408;0,8014378;0,6861964;345,9014;17,36897;359,0979
0,4390185;0,8014137;0,6861944;345,9017;17,36663;359,0949
0,4391203;0,8015425;0,6862661;345,9089;17,36449;359,1056
0,4391227;0,8015833;0,6862224;345,8989;17,36366;359,0995
0,4390945;0,8015515;0,6862185;345,9002;17,35979;359,0967
0,4391899;0,8016652;0,686197;345,8992;17,36097;359,0998
0,4391704;0,801657;0,6861869;345,893;17,35923;359,1024
0,4391572;0,8016332;0,6861715;345,8979;17,36062;359,0957
0,4392135;0,8016985;0,6862183;345,9124;17,36566;359,0986
0,4390175;0,8014669;0,6861377;345,9012;17,36048;359,0883
0,4390196;0,8014418;0,6861433;345,9019;17,36403;359,0892
0,4391213;0,8015506;0,6861916;345,9037;17,3611;359,0903
0,4390918;0,8015463;0,686196;345,9017;17,35523;359,0923
0,4390911;0,8015329;0,6861914;345,9019;17,36054;359,0896
0,4389721;0,8014159;0,6861326;345,9035;17,36195;359,0891
0,438967;0,8014193;0,6861279;345,8989;17,36361;359,0857
0,4389538;0,8013978;0,6861309;345,9067;17,36385;359,0875
0,439025;0,8014657;0,6861415;345,9131;17,37229;359,0974
0,4390594;0,8014593;0,6861524;345,9077;17,36063;359,0905
0,4390587;0,8014309;0,6861528;345,9095;17,36491;359,0872
0,4389198;0,8014051;0,6862134;345,91;17,3641;359,0939
0,4388914;0,8013909;0,6862102;345,909;17,3624;359,0926
0,4388585;0,8013929;0,6862105;345,9068;17,36026;359,0935
0,439025;0,801494;0,6861753;345,9012;17,36779;359,088
0,4389986;0,801483;0,6861769;345,9017;17,3636;359,0933
0,4389904;0,8014709;0,6861727;345,9013;17,36772;359,0933
0,4389228;0,8013658;0,6861352;345,9068;17,36747;359,0898
0,43891;0,8013507;0,6861312;345,9031;17,36956;359,0894
0,438885;0,8013502;0,6861186;345,9003;17,36874;359,0867
0,4389884;0,8014667;0,6861607;345,9148;17,36931;359,093
0,4390235;0,8014829;0,6861563;345,9048;17,36571;359,0934
0,4390105;0,8014637;0,6861579;345,9053;17,3651;359,0919
0,4390674;0,8015947;0,6862605;345,916;17,36303;359,0944
0,4388641;0,8013974;0,6861801;345,9004;17,36548;359,0929
0,4388511;0,8013794;0,6861755;345,9041;17,36519;359,0918
0,4390207;0,8015437;0,6862384;345,9056;17,36648;359,093
0,4390076;0,8015378;0,6862394;345,9054;17,36744;359,0949
0,4389962;0,8015256;0,6862376;345,9069;17,3661;359,0933
0,4391457;0,8016368;0,6862514;345,9176;17,37321;359,094
0,4391881;0,8016282;0,6862696;345,9081;17,36423;359,0913
0,4391827;0,8016095;0,6862639;345,9077;17,36909;359,0903
0,4392819;0,8016861;0,6862746;345,919;17,37369;359,0848
0,4392874;0,8016779;0,6862552;345,9021;17,36743;359,0821
0,4392967;0,8016536;0,6862545;345,9061;17,36769;359,079
0,4393668;0,8017114;0,6862921;345,9171;17,37486;359,0882
0,4393154;0,8016842;0,6862341;345,906;17,36235;359,0876
0,4393206;0,8016752;0,6862252;345,9045;17,36369;359,0821
0,4394568;0,8017793;0,686275;345,9184;17,37052;359,0886
0,439431;0,8018072;0,6862116;345,8995;17,36949;359,0849
0,4394365;0,8017842;0,6861967;345,9047;17,3686;359,0862
0,4393919;0,8018924;0,6862905;345,9043;17,36017;359,0869
0,439371;0,8019043;0,6862792;345,9016;17,35898;359,0978
0,4393676;0,8019015;0,6862741;345,9063;17,36027;359,0916
0,4394635;0,8020415;0,6863377;345,9196;17,36492;359,0929
0,4394599;0,8020028;0,6863332;345,9072;17,35757;359,0904
0,4394608;0,8020139;0,6863331;345,9075;17,35547;359,0941
0,439595;0,8020512;0,6863527;345,9098;17,35931;359,0933
0,4395984;0,8020688;0,68636;345,9063;17,3578;359,0917
0,4395996;0,8020531;0,6863716;345,9102;17,35766;359,0919
0,4394369;0,8018678;0,6863353;345,9098;17,35296;359,0979
0,4394462;0,8018717;0,6863306;345,9092;17,35891;359,0927
0,4394475;0,8018726;0,6863225;345,9039;17,36117;359,0964
0,4392989;0,8017628;0,6862785;345,908;17,36282;359,0951
0,439274;0,8017693;0,6862762;345,9067;17,35632;359,0976
0,4392729;0,8017563;0,6862787;345,909;17,36066;359,1015
0,4393666;0,8018525;0,6863133;345,9155;17,3616;359,0962
0,439105;0,8016416;0,6861901;345,9028;17,36034;359,0919
0,4390838;0,8016203;0,6861784;345,9019;17,3634;359,0963
0,4391475;0,8016598;0,6861731;345,915;17,36882;359,0978
0,4389334;0,8013862;0,686088;345,9081;17,363;359,0909
0,4389184;0,8013789;0,6860726;345,9071;17,36472;359,0903
0,4390429;0,8015524;0,6861857;345,9225;17,37201;359,093
0,4388089;0,8012853;0,6860874;345,9115;17,36564;359,0902
0,438789;0,8012697;0,6860673;345,9079;17,36748;359,0877
0,4389435;0,8014302;0,6861564;345,9257;17,37501;359,0947
0,4389992;0,8014553;0,686174;345,9144;17,36561;359,0959
0,4389956;0,8014209;0,6861808;345,9169;17,36984;359,0879
0,4390859;0,8015805;0,6862841;345,9284;17,36728;359,0936
0,4388316;0,8013796;0,6861783;345,9124;17,36495;359,0955
0,4388134;0,8013785;0,6861764;345,9107;17,36878;359,0948
0,4389853;0,8015147;0,6862144;345,9188;17,37013;359,0898
0,4391001;0,8015105;0,6862873;345,9143;17,36739;359,081
0,4390963;0,8014908;0,6863056;345,9125;17,36794;359,0819
0,4391806;0,8015419;0,6863358;345,9286;17,37072;359,087
0,4391757;0,8015218;0,6863151;345,9137;17,36509;359,0867
0,4391621;0,8015056;0,6863183;345,9162;17,36153;359,0902
0,4392757;0,801579;0,6863004;345,9236;17,37023;359,0873
0,4392161;0,8016526;0,6862285;345,9072;17,36032;359,0871
0,4392167;0,8016489;0,6862197;345,9048;17,36186;359,0904
0,4393114;0,8018036;0,6863202;345,9196;17,35933;359,0952
0,4393607;0,8017929;0,6863337;345,9104;17,36364;359,0905
0,4393412;0,8017833;0,6863385;345,9108;17,35269;359,0901
0,4394696;0,8018817;0,6863499;345,919;17,35722;359,0946
0,4394139;0,8018962;0,6862893;345,9061;17,35335;359,0927
0,4394037;0,8018979;0,6862881;345,9062;17,35059;359,0959
0,4394709;0,8020127;0,6863634;345,9167;17,35169;359,1022
0,4392506;0,8017989;0,6862596;345,9051;17,35066;359,0986
0,439245;0,8017837;0,686255;345,9048;17,35169;359,0961
0,4392766;0,8016986;0,6862502;345,9038;17,35439;359,0875
0,4392792;0,8016782;0,6862358;345,9014;17,3544;359,0876
0,4392807;0,8016434;0,6862328;345,8991;17,35486;359,0893
0,4394273;0,8017025;0,6862484;345,9133;17,36634;359,0885
0,4393922;0,8016863;0,6861973;345,8991;17,36493;359,0871
0,4393866;0,8016477;0,6862072;345,9056;17,3591;359,087
0,439409;0,8017694;0,6863366;345,9149;17,35432;359,0969
0,4392017;0,8015107;0,686233;345,9026;17,35946;359,0947
0,4391872;0,8014795;0,686226;345,9018;17,35704;359,0923
0,439222;0,8015319;0,6862717;345,9171;17,35924;359,0955
0,4389546;0,8013456;0,6861213;345,9008;17,36131;359,0958
0,4389311;0,8013042;0,6861256;345,9039;17,36054;359,0896
0,4390459;0,8014174;0,6861752;345,9131;17,36658;359,0909
0,4387743;0,8011898;0,6860483;345,898;17,36108;359,0927
0,4387543;0,8011573;0,6860434;345,9011;17,36136;359,089
0,4389874;0,8014328;0,6861505;345,8988;17,35359;359,0944
0,438982;0,8014143;0,6861433;345,9001;17,35752;359,0974
0,4389539;0,8013841;0,6861426;345,9023;17,35391;359,0922
0,4388634;0,8012983;0,6861011;345,8983;17,35762;359,0919
0,4388694;0,8012821;0,6860837;345,9005;17,36245;359,0873
0,4388523;0,8012788;0,6860731;345,9008;17,3609;359,0898
0,4387758;0,8013126;0,6860673;345,8968;17,35665;359,0915
0,4387682;0,8012894;0,6860726;345,8986;17,35856;359,09
0,4387516;0,8012715;0,6860672;345,8985;17,36283;359,0926
0,4387854;0,8012589;0,6861066;345,9043;17,36342;359,0923
0,4387767;0,8012473;0,6860971;345,8988;17,36689;359,0891
0,4387645;0,8012326;0,6861044;345,8991;17,36466;359,0856
0,4388953;0,801295;0,6860765;345,9095;17,37763;359,0922
0,438658;0,8010658;0,6859616;345,9005;17,37116;359,0887
0,4386564;0,8010392;0,6859543;345,9029;17,37111;359,0873
0,438848;0,8013073;0,6860973;345,9156;17,37099;359,0945
0,4386993;0,8010744;0,6860296;345,9043;17,37118;359,0809
0,4386973;0,8010364;0,6860347;345,9073;17,3693;359,0854
0,4389446;0,8013688;0,6861843;345,9047;17,36174;359,0951
0,4389526;0,8013667;0,6861912;345,9044;17,36521;359,0932
0,4389422;0,8013471;0,6861988;345,9044;17,35967;359,091
0,4388715;0,8013228;0,6861145;345,9011;17,36471;359,0875
0,4388524;0,8013141;0,6861262;345,9056;17,36506;359,0895
0,4388434;0,8013012;0,6861309;345,9038;17,36486;359,0869
0,4390061;0,801456;0,6861812;345,9123;17,3728;359,0895
0,4390552;0,8014879;0,6861952;345,9054;17,36638;359,0882
0,4390616;0,8014687;0,686205;345,9038;17,36922;359,0851
0,439183;0,801626;0,6863148;345,9173;17,37116;359,093
0,4389492;0,8014545;0,6862185;345,897;17,362;359,0922
0,4389328;0,8014391;0,6862254;345,8972;17,36237;359,088
0,439113;0,8015537;0,6862539;345,9092;17,37237;359,0856
0,4388757;0,8013573;0,6861329;345,8976;17,37107;359,0888
0,4388389;0,8013358;0,6861327;345,8984;17,35986;359,0903
0,4389713;0,8014417;0,686168;345,9047;17,36884;359,0872
0,4391915;0,8014942;0,6862723;345,9002;17,36379;359,0838
0,4391957;0,8014559;0,6862747;345,9041;17,36379;359,0852
0,4393291;0,8015465;0,6863296;345,9124;17,37592;359,0807
0,4392935;0,8015851;0,6862862;345,8968;17,36347;359,0875
0,4392961;0,8015599;0,6862977;345,8993;17,36383;359,0875
0,4393425;0,8015969;0,6863583;345,9148;17,36659;359,0929
0,4392607;0,8017015;0,686244;345,8959;17,36269;359,0913
0,439245;0,8016871;0,6862462;345,8998;17,35956;359,0903
0,4393508;0,801788;0,6862903;345,9103;17,37078;359,0952
0,4391257;0,8016255;0,6861821;345,8964;17,36178;359,0956
0,4391099;0,8016319;0,6861684;345,897;17,36374;359,0955
0,4391707;0,8017043;0,686204;345,9044;17,36381;359,0956
0,4389802;0,8014603;0,6861268;345,8982;17,36687;359,0882
0,4389761;0,8014466;0,6861193;345,897;17,36944;359,0866
0,4390683;0,801566;0,686184;345,9121;17,36768;359,0945
0,4388813;0,8013324;0,6861134;345,8981;17,36671;359,0863
0,4388676;0,801323;0,6861064;345,8994;17,36943;359,0902
0,438948;0,8015308;0,6862799;345,919;17,36679;359,0912
0,4386747;0,8013309;0,6861612;345,9075;17,36551;359,0891
0,438639;0,8013251;0,68616;345,9017;17,3625;359,0876
0,43884;0,801438;0,6861218;345,915;17,37511;359,0882
0,4386472;0,801221;0,6860276;345,9022;17,37358;359,076
0,4386176;0,8011945;0,6860112;345,902;17,37376;359,0797
0,4387841;0,8013762;0,6861024;345,9154;17,38093;359,0781
0,4388322;0,801366;0,6861305;345,9047;17,37167;359,0854
0,4388309;0,8013481;0,6861231;345,9092;17,3756;359,083
0,4388115;0,8011611;0,6860466;345,9062;17,38327;359,0731
0,4388028;0,8011385;0,6860316;345,9041;17,38201;359,0775
0,4387846;0,8011019;0,6860348;345,9064;17,37804;359,0774
0,4388493;0,8012329;0,6861267;345,9203;17,38551;359,0783
0,4386343;0,801038;0,6860005;345,9057;17,38499;359,0764
0,4386201;0,8010209;0,6859984;345,9069;17,38366;359,0751
0,438658;0,8009815;0,6860993;345,9126;17,38343;359,0749
0,4386426;0,80098;0,6861072;345,9112;17,38318;359,0771
0,4386393;0,8009652;0,6861107;345,9117;17,38526;359,0706
0,4388143;0,8012056;0,6862439;345,9253;17,38718;359,081
0,4384443;0,8010126;0,6860592;345,9049;17,38508;359,0755
0,4384136;0,8009933;0,686051;345,9052;17,38327;359,0786
0,4383601;0,8008438;0,6859085;345,9005;17,39113;359,0667
0,438349;0,8008134;0,6859051;345,9052;17,39123;359,067
0,4383382;0,8007941;0,6858921;345,9056;17,39355;359,0703
0,4384902;0,800978;0,6859667;345,9161;17,39271;359,0728
0,4386439;0,8010195;0,6860362;345,9128;17,38286;359,0614
0,4386469;0,8010053;0,6860365;345,9037;17,38609;359,0728
0,438855;0,8012304;0,6861717;345,9232;17,38923;359,0717
0,4389119;0,8012882;0,6861508;345,9094;17,38666;359,0751
0,4389066;0,8012798;0,6861458;345,9078;17,38445;359,0699
0,4390367;0,8014277;0,6862091;345,9175;17,39069;359,0705
0,4390649;0,8014692;0,6861777;345,9103;17,38602;359,0699
0,439054;0,8014542;0,6861875;345,9126;17,38284;359,07
0,43912;0,8015679;0,6862596;345,9227;17,38827;359,0739
0,4392437;0,8015131;0,6863467;345,924;17,38069;359,0728
0,439252;0,8015063;0,6863598;345,9231;17,37825;359,0737
0,4393415;0,8015481;0,6863694;345,9291;17,38166;359,0775
0,4390748;0,8014528;0,686191;345,9075;17,37705;359,0829
0,439075;0,8014499;0,6861845;345,9074;17,37672;359,0833
0,4391564;0,8015652;0,6862488;345,9209;17,37915;359,0826
0,4388794;0,801416;0,6860942;345,9036;17,38235;359,0767
0,4388608;0,801415;0,6860907;345,9069;17,37847;359,08
0,4390988;0,8016501;0,6862122;345,9091;17,37325;359,0804
0,4391032;0,801653;0,6862127;345,9134;17,37504;359,081
0,4391132;0,8016727;0,6862071;345,9078;17,37875;359,0818
0,4391832;0,8017156;0,68619;345,9172;17,37999;359,0838
0,4392686;0,8017483;0,6862021;345,9075;17,3735;359,0841
0,4392844;0,8017483;0,6861962;345,9114;17,37778;359,0796
0,4393384;0,801825;0,6862218;345,9263;17,37805;359,0908
0,4391737;0,8015537;0,686174;345,9205;17,37236;359,0868
0,4391927;0,8015612;0,6861647;345,9126;17,37756;359,0831
0,4392407;0,8017262;0,6863509;345,929;17,37352;359,0968
0,4391016;0,8014796;0,6863227;345,9123;17,37326;359,0863
0,439101;0,8014546;0,6863564;345,9219;17,37523;359,0864
0,4392129;0,8015047;0,6863533;345,93;17,38079;359,0862
0,4388927;0,8012807;0,6861855;345,9084;17,38155;359,0869
0,4388875;0,8012625;0,6861823;345,911;17,38214;359,09
0,4389984;0,8013914;0,686262;345,9236;17,38352;359,0894
0,4387165;0,8012016;0,6861163;345,9083;17,37965;359,0784
0,4387099;0,8011893;0,6861176;345,9057;17,3829;359,0857
0,4388032;0,8012342;0,6861011;345,9226;17,38943;359,0872
0,4385829;0,8010077;0,6860085;345,9117;17,38495;359,0747
0,4385785;0,800987;0,6859871;345,9091;17,39022;359,0786
0,4387099;0,8011133;0,6860449;345,9254;17,39489;359,0892
0,4387949;0,8011731;0,6860723;345,9166;17,38396;359,0861
0,4387958;0,8011615;0,6860725;345,9174;17,3858;359,0819
0,4389077;0,801348;0,6861691;345,9288;17,38832;359,087
0,4386923;0,801124;0,6860602;345,9146;17,38922;359,0814
0,4386649;0,8010946;0,6860511;345,9193;17,38246;359,0836
0,4388087;0,8012592;0,6861335;345,933;17,38843;359,0835
0,4389226;0,8013358;0,6861616;345,9238;17,37997;359,0806
0,4389195;0,8013256;0,6861453;345,9198;17,3804;359,0817
0,4390206;0,8014089;0,6861951;345,9317;17,38373;359,0888
0,4388354;0,8011881;0,6861224;345,9221;17,37944;359,08
0,4388247;0,8011557;0,6861278;345,9242;17,37694;359,0796
0,4389415;0,8012439;0,6861597;345,934;17,38418;359,0825
0,4389175;0,8012624;0,6860983;345,9245;17,38272;359,0852
0,4389062;0,8012545;0,6860924;345,9203;17,3797;359,0846
0,4389955;0,8013977;0,6862096;345,9368;17,38087;359,0826
0,4390406;0,8014694;0,6862105;345,9231;17,37071;359,0896
0,4390367;0,8014494;0,6862129;345,9255;17,37045;359,0878
0,4392602;0,8016134;0,6863081;345,9307;17,36948;359,0877
0,4392838;0,8016286;0,6863103;345,9212;17,37239;359,0873
0,439284;0,8016224;0,6863152;345,924;17,36976;359,0843
0,4393864;0,8017101;0,6863424;345,935;17,3756;359,0872
0,439427;0,8017709;0,6863346;345,9252;17,36432;359,0877
0,4394233;0,8017696;0,6863424;345,9246;17,35987;359,0953
0,4395308;0,8018581;0,6863735;345,9341;17,36949;359,0935
0,4395479;0,8018706;0,6863459;345,9223;17,36212;359,0884
0,4395685;0,8018742;0,68635;345,9226;17,36626;359,0846
0,4395816;0,8019593;0,6864544;345,9381;17,3661;359,096
0,4393302;0,8018633;0,6862943;345,9145;17,36075;359,0957
0,4393197;0,8018659;0,6863;345,9143;17,36102;359,098
0,4394538;0,8020211;0,6863465;345,925;17,3689;359,0934
0,439236;0,801851;0,6862247;345,9136;17,3679;359,0878
0,4392102;0,8018529;0,6862172;345,9113;17,36202;359,0954
0,4393119;0,8019569;0,6862416;345,9193;17,36774;359,0953
0,4394864;0,8019604;0,6863245;345,9175;17,36565;359,0918
0,439494;0,8019733;0,6863167;345,9155;17,36633;359,0917
0,4395055;0,8020074;0,6863647;345,9344;17,36118;359,0947
0,4393057;0,8018321;0,6862351;345,9183;17,36707;359,0917
0,4392998;0,8018352;0,686234;345,919;17,36263;359,0831
0,4393923;0,8019044;0,6862649;345,9314;17,36859;359,0895
0,4391546;0,8017112;0,6861454;345,9147;17,36881;359,0846
0,4391439;0,8016991;0,6861407;345,9164;17,36934;359,0873
0,439239;0,8018772;0,6862615;345,9304;17,37198;359,0945
0,4390877;0,8016229;0,6862221;345,9212;17,36415;359,0875
0,4390681;0,8016223;0,6862221;345,9213;17,36199;359,0909
0,4392064;0,8017486;0,6862259;345,9286;17,36672;359,0898
0,4390292;0,8015144;0,6861477;345,9165;17,36569;359,0824
0,4390248;0,8014868;0,6861511;345,9236;17,36485;359,0794
0,4391381;0,8016115;0,6861905;345,9301;17,3742;359,0867
0,4388741;0,8013814;0,6860761;345,9179;17,36998;359,0819
0,438856;0,8013675;0,6860712;345,9206;17,37029;359,0838
0,4390078;0,8015419;0,686148;345,929;17,37752;359,0836
0,4388346;0,8012763;0,6860927;345,9218;17,37235;359,0877
0,4388398;0,8012625;0,6860788;345,9202;17,37651;359,0814
0,4390166;0,8014758;0,6861966;345,9334;17,37322;359,0877
0,4387653;0,8012533;0,6860668;345,9185;17,38082;359,0773
0,4387344;0,8012296;0,6860626;345,9193;17,37281;359,08
0,4388797;0,8013929;0,6861585;345,9301;17,37719;359,081
0,4390843;0,8014961;0,6862451;345,9229;17,36979;359,0775
0,4390913;0,8014676;0,6862534;345,9251;17,37226;359,0789
0,4392531;0,8016093;0,6863056;345,9351;17,37357;359,0821
0,4390101;0,8013758;0,6861778;345,9164;17,37132;359,0771
0,4390149;0,8013451;0,6861669;345,9204;17,37544;359,0755
0,4391429;0,801555;0,6862985;345,9284;17,3723;359,0871
0,4388722;0,8013671;0,6861637;345,914;17,36963;359,0794
0,4388518;0,8013306;0,6861687;345,9162;17,36869;359,0793
0,4389691;0,8014107;0,686193;345,9247;17,36883;359,083
0,4390437;0,8014491;0,6862097;345,9168;17,36841;359,0822
0,4390275;0,8014271;0,6862043;345,9149;17,3701;359,0814
0,4391584;0,8015524;0,6862392;345,9233;17,37377;359,0822
0,4391308;0,8015081;0,6861938;345,9126;17,37251;359,0808
0,439115;0,8014812;0,686191;345,913;17,36812;359,0823
0,4392444;0,8016103;0,686254;345,9222;17,37455;359,0879
0,4391385;0,80158;0,6861752;345,9055;17,36629;359,0812
0,4391292;0,8015646;0,6861638;345,9046;17,36735;359,0845
0,4392093;0,8016467;0,686211;345,9199;17,37278;359,0875
0,4391894;0,8015904;0,6862022;345,9169;17,36467;359,0811
0,4391747;0,801576;0,6861963;345,913;17,36672;359,0868
0,4392403;0,8017013;0,6862638;345,9195;17,36491;359,0876
0,4390148;0,8014805;0,6861563;345,9034;17,36669;359,0828
0,4389969;0,801461;0,6861472;345,907;17,36471;359,0862
0,4391376;0,8016266;0,6862433;345,9191;17,36604;359,0887
0,4391119;0,8016418;0,6862122;345,9072;17,36004;359,0885
0,4391009;0,8016205;0,6862097;345,907;17,35963;359,0892
0,4392247;0,8017465;0,6862359;345,9135;17,36171;359,088
0,4394001;0,8016955;0,6863524;345,9061;17,35674;359,0888
0,4394009;0,8016713;0,686366;345,9081;17,35599;359,0873
0,4395593;0,801786;0,6864313;345,9224;17,36179;359,0881
0,439453;0,8018794;0,6863161;345,8999;17,35699;359,093
0,4394522;0,8018872;0,6863066;345,8979;17,35722;359,0931
0,4395059;0,801966;0,6863371;345,9111;17,35712;359,0974
0,4394399;0,8019754;0,6862694;345,8974;17,35637;359,0913
0,4394457;0,8019872;0,6862587;345,8975;17,35951;359,0904
0,4395612;0,8021248;0,6863251;345,9116;17,36477;359,0977
0,4393794;0,8018684;0,6862758;345,9016;17,35914;359,0907
0,4393731;0,8018491;0,6862715;345,908;17,35844;359,0892
0,4394693;0,8020204;0,6863736;345,9178;17,36014;359,0964
0,4394429;0,8019906;0,6863652;345,905;17,35907;359,0918
0,4394332;0,8019823;0,6863796;345,9086;17,35905;359,0941
0,4395034;0,8020259;0,6863505;345,9113;17,36059;359,0999
0,439509;0,8020285;0,68636;345,9129;17,36145;359,0951
0,4395258;0,8019917;0,6863548;345,903;17,35594;359,093
0,439596;0,8020604;0,6864076;345,9137;17,36282;359,0927
0,439554;0,8020216;0,6863934;345,902;17,3558;359,0969
0,439538;0,8020028;0,6864037;345,902;17,35434;359,1
0,4396493;0,8020827;0,6864197;345,9098;17,3574;359,0987
0,4396216;0,8020312;0,6863912;345,8943;17,35098;359,0898
0,4396415;0,8020228;0,6863937;345,8981;17,36005;359,0874
0,4397125;0,8020868;0,6864322;345,9056;17,36013;359,0933
0,4394908;0,8018845;0,6863325;345,8989;17,35363;359,0951
0,4394908;0,801884;0,6863207;345,8935;17,35602;359,0919
0,4395093;0,8019176;0,6863551;345,9097;17,35672;359,1013
0,439234;0,8017188;0,6862106;345,8941;17,35665;359,0944
0,4392097;0,801708;0,6861836;345,8927;17,3562;359,0923
0,4392946;0,8018043;0,6862226;345,9088;17,36177;359,0969
0,4393415;0,8018034;0,6862322;345,8992;17,35802;359,1008
0,4393355;0,801776;0,6862379;345,9035;17,35913;359,0974
0,4394215;0,8019178;0,6863327;345,9126;17,35829;359,1
0,439441;0,8018485;0,6863567;345,9055;17,35406;359,0984
0,4394267;0,8018524;0,6863567;345,9037;17,35372;359,0968
0,4395187;0,8018885;0,6863556;345,9151;17,36352;359,0967
0,4393028;0,8017082;0,6862473;345,8991;17,35967;359,0937
0,4392954;0,8016744;0,6862519;345,9031;17,36036;359,0979
0,4394166;0,8018517;0,6863327;345,9111;17,36851;359,0988
0,4393907;0,8018187;0,6863297;345,8999;17,35622;359,0981
0,4393719;0,8017921;0,6863319;345,9059;17,35314;359,0951
0,4394932;0,8018725;0,6863678;345,9206;17,36204;359,1
0,439245;0,8017421;0,6862356;345,9012;17,35852;359,0998
0,4392327;0,8017368;0,6862226;345,9016;17,3581;359,0914
0,4393497;0,8018593;0,686282;345,914;17,36324;359,0968
0,4391148;0,8016671;0,6861734;345,9028;17,36416;359,093
0,4390827;0,8016634;0,6861763;345,903;17,36268;359,096
0,4391499;0,8017852;0,6862584;345,9172;17,36394;359,1017
0,4390047;0,8015547;0,6862291;345,9102;17,36651;359,0923
0,4389762;0,801546;0,686226;345,9106;17,36428;359,0912
0,4390914;0,8015895;0,6862033;345,9217;17,36999;359,1
0,4388702;0,8013768;0,6861075;345,9057;17,36868;359,095
0,4388655;0,801349;0,6861118;345,9099;17,36876;359,094
0,4389983;0,8015087;0,6862013;345,9211;17,37331;359,0941
0,4390978;0,8015291;0,6862555;345,9117;17,36642;359,0957
0,4390852;0,8015143;0,6862743;345,9165;17,36867;359,0886
0,4391659;0,8015991;0,6863141;345,9236;17,36749;359,095
0,4389242;0,8014516;0,686184;345,9054;17,36523;359,0949
0,4389002;0,8014599;0,6861724;345,9013;17,36429;359,0947
0,4390255;0,8015568;0,6861932;345,9147;17,37056;359,0984
0,4388063;0,801334;0,6860818;345,9059;17,37604;359,0856
0,4387689;0,8013393;0,686071;345,9081;17,3705;359,0897
0,4389112;0,80149;0,6861105;345,9156;17,37506;359,0904
0,4387243;0,8012562;0,6860622;345,9128;17,36774;359,0836
0,4387187;0,8012559;0,6860445;345,907;17,3718;359,0818
0,4388345;0,8013533;0,6861295;345,9264;17,37621;359,0873
0,4386248;0,8011569;0,6860552;345,9122;17,37446;359,0862
0,438598;0,8011274;0,6860589;345,9171;17,36941;359,0827
0,4387651;0,8012575;0,6860753;345,9204;17,37778;359,08
0,4389024;0,8012714;0,6861454;345,9159;17,3689;359,0832
0,438898;0,8012488;0,6861544;345,9177;17,37021;359,0829
0,4390041;0,8013594;0,6862159;345,9305;17,37161;359,0859
0,4388034;0,8011622;0,6861129;345,9152;17,3752;359,0829
0,4388044;0,8011285;0,6861138;345,9182;17,37516;359,0773
0,4389122;0,8012456;0,6861669;345,9301;17,37642;359,0847
0,4386597;0,8010697;0,6860231;345,9133;17,37275;359,0793
0,4386345;0,8010516;0,6860151;345,9111;17,36742;359,0785
0,4387645;0,8011838;0,6860908;345,9243;17,37239;359,083
0,4385678;0,8009433;0,6859936;345,9166;17,37174;359,0818
0,4385599;0,8009333;0,6859779;345,915;17,37499;359,0759
0,4387444;0,8011341;0,6860884;345,9332;17,37601;359,079
0,4385015;0,8009151;0,6859568;345,9145;17,37753;359,0756
0,438483;0,800879;0,6859438;345,912;17,37722;359,0779
0,4388568;0,8011056;0,6861513;345,9256;17,3708;359,0804
0,438865;0,8010591;0,6861677;345,9299;17,3705;359,0807
0,4388708;0,8010293;0,6861669;345,9221;17,37587;359,0765
0,4389998;0,801136;0,6862522;345,9352;17,37482;359,0798
0,4389871;0,801245;0,6861854;345,9113;17,3696;359,0858
0,4389882;0,8012212;0,6862012;345,9148;17,36711;359,0825
0,4391345;0,8013934;0,6863323;345,9287;17,3687;359,0856
0,4390385;0,8014531;0,6862508;345,9067;17,36491;359,0927
0,4390371;0,8014323;0,6862551;345,9088;17,36563;359,0892
0,4392173;0,8015575;0,6862991;345,9185;17,37507;359,0931
0,4389868;0,8013955;0,6861875;345,902;17,36391;359,0815
0,438984;0,8013837;0,6861781;345,899;17,36619;359,0869
0,4391187;0,8014953;0,6862204;345,9123;17,36804;359,0899
0,438851;0,8013133;0,6860684;345,8939;17,36779;359,086
0,4388325;0,8013039;0,6860569;345,8953;17,36604;359,0901
0,439009;0,8014727;0,6861433;345,909;17,37781;359,0932
0,4391251;0,8015425;0,6861626;345,8929;17,36294;359,0895
0,4391243;0,8015197;0,6861564;345,8984;17,36465;359,0921
0,4392327;0,8016998;0,6862894;345,9082;17,36788;359,0907
0,4390365;0,8014749;0,686232;345,8958;17,35937;359,0871
0,439045;0,8014708;0,6862285;345,8946;17,36548;359,087
0,4392288;0,8016198;0,6862568;345,9037;17,3707;359,0825
0,4389379;0,8014294;0,6861187;345,8904;17,36665;359,0817
0,4389315;0,8014022;0,6861221;345,893;17,36892;359,0834
